Czas [ms];Fluorescencja [j.f];Ciśnienie [mmHg]
144720;2082267,00;-0,20
144760;2082432,00;-0,10
144800;2083122,00;0,07
144840;2081867,00;-0,03
144880;2083094,00;-0,13
144920;2082236,00;-0,13
144960;2080319,00;0,03
145000;2081698,00;0,20
145040;2081140,00;0,13
145080;2080332,00;0,07
145120;2079857,00;0,07
145160;2078977,00;0,23
145200;2077985,00;0,27
145240;2076243,00;0,23
145280;2077773,00;0,10
145320;2075343,00;0,20
145360;2076206,00;0,30
145400;2076054,00;0,13
145440;2076322,00;-0,13
145480;2074367,00;-0,40
145520;2074993,00;-0,20
145560;2073768,00;0,00
145600;2074920,00;0,20
145640;2073819,00;0,13
145680;2074270,00;0,07
145720;2074229,00;-0,10
145760;2074452,00;0,03
145800;2073183,00;-0,07
145840;2073037,00;0,03
145880;2071621,00;-0,10
145920;2071054,00;-0,07
145960;2069733,00;0,03
146000;2070338,00;0,13
146040;2069658,00;0,30
146080;2070118,00;0,33
146120;2068807,00;0,27
146160;2068335,00;0,03
146200;2069004,00;-0,23
146240;2068398,00;-0,27
146280;2068122,00;0,00
146320;2068264,00;0,27
146360;2068848,00;0,30
146400;2067284,00;0,20
146440;2068617,00;-0,03
146480;2068732,00;-0,13
146520;2066782,00;-0,23
146560;2067505,00;-0,13
146600;2065973,00;-0,13
146640;2064698,00;-0,13
146680;2064706,00;-0,10
146720;2064793,00;0,10
146760;2063149,00;0,30
146800;2064647,00;0,13
146840;2062325,00;0,07
146880;2062045,00;0,00
146920;2062804,00;0,17
146960;2062425,00;0,13
147000;2061926,00;0,07
147040;2061578,00;0,10
147080;2061921,00;0,20
147120;2060434,00;0,33
147160;2061798,00;0,20
147200;2062574,00;0,00
147240;2061505,00;-0,10
147280;2060821,00;0,03
147320;2060229,00;-0,03
147360;2060033,00;-0,20
147400;2059154,00;-0,20
147440;2058177,00;0,00
147480;2058463,00;0,27
147520;2058048,00;0,10
147560;2057547,00;-0,03
147600;2055592,00;-0,13
147640;2055848,00;0,07
147680;2055451,00;0,13
147720;2054842,00;0,10
147760;2056129,00;0,00
147800;2055111,00;-0,10
147840;2055520,00;-0,03
147880;2055092,00;0,03
147920;2055161,00;0,13
147960;2054671,00;0,07
148000;2055432,00;0,00
148040;2055400,00;0,00
148080;2053884,00;0,13
148120;2054384,00;0,27
148160;2052859,00;0,33
148200;2052468,00;0,13
148240;2052531,00;-0,10
148280;2049700,00;-0,27
148320;2050989,00;-0,10
148360;2050901,00;0,13
148400;2050686,00;0,37
148440;2050646,00;0,27
148480;2052038,00;0,17
148520;2049118,00;0,07
148560;2049403,00;0,10
148600;2050510,00;0,10
148640;2050314,00;-0,07
148680;2050405,00;-0,10
148720;2050694,00;0,00
148760;2049308,00;0,27
148800;2050398,00;0,43
148840;2050259,00;0,43
148880;2049497,00;0,43
148920;2049851,00;0,17
148960;2048550,00;-0,07
149000;2047529,00;-0,17
149040;2048928,00;0,00
149080;2047086,00;0,00
149120;2046715,00;-0,03
149160;2047131,00;-0,10
149200;2046862,00;-0,07
149240;2046330,00;-0,13
149280;2046382,00;-0,10
149320;2045409,00;0,00
149360;2046099,00;0,07
149400;2046804,00;0,03
149440;2045132,00;0,03
149480;2045647,00;0,10
149520;2045533,00;0,03
149560;2046845,00;0,00
149600;2046300,00;-0,07
149640;2045683,00;0,03
149680;2044470,00;0,07
149720;2045524,00;0,20
149760;2044803,00;0,20
149800;2043556,00;0,20
149840;2042896,00;0,07
149880;2043763,00;0,10
149920;2042653,00;0,13
149960;2043058,00;0,03
150000;2042577,00;-0,13
150040;2042423,00;-0,30
150080;2042052,00;-0,20
150120;2042674,00;0,00
150160;2042352,00;0,13
150200;2043063,00;0,13
150240;2043570,00;-0,07
150280;2043318,00;-0,20
150320;2043352,00;-0,17
150360;2043899,00;0,07
150400;2044045,00;0,30
150440;2045805,00;0,33
150480;2046571,00;0,27
150520;2046178,00;0,23
150560;2047342,00;0,07
150600;2046892,00;-0,10
150640;2047643,00;-0,20
150680;2047983,00;-0,20
150720;2048361,00;-0,07
150760;2048720,00;-0,13
150800;2050723,00;0,07
150840;2050666,00;0,13
150880;2050721,00;0,33
150920;2052165,00;0,37
150960;2052241,00;0,17
151000;2052325,00;-0,07
151040;2052824,00;-0,13
151080;2053507,00;0,03
151120;2053418,00;0,07
151160;2053445,00;-0,10
151200;2054699,00;-0,17
151240;2054472,00;0,03
151280;2053959,00;0,07
151320;2053945,00;0,07
151360;2053671,00;-0,03
151400;2053562,00;0,07
151440;2053838,00;0,10
151480;2053028,00;0,07
151520;2054406,00;0,07
151560;2054347,00;0,07
151600;2054421,00;-0,03
151640;2055170,00;-0,07
151680;2054531,00;-0,10
151720;2054577,00;0,13
151760;2054459,00;0,20
151800;2055887,00;0,27
151840;2055384,00;0,27
151880;2056610,00;0,27
151920;2054129,00;0,27
151960;2054955,00;0,27
152000;2054725,00;0,07
152040;2053805,00;-0,13
152080;2054193,00;-0,20
152120;2053743,00;-0,20
152160;2054560,00;-0,20
152200;2055136,00;-0,27
152240;2054076,00;-0,10
152280;2054537,00;0,17
152320;2054675,00;0,10
152360;2055369,00;0,00
152400;2055142,00;0,00
152440;2055898,00;0,20
152480;2056222,00;0,37
152520;2056435,00;0,30
152560;2056840,00;0,30
152600;2057264,00;0,33
152640;2056653,00;0,27
152680;2058130,00;0,27
152720;2058963,00;0,23
152760;2058109,00;0,33
152800;2059889,00;0,20
152840;2060438,00;0,23
152880;2060945,00;0,13
152920;2061710,00;0,23
152960;2062477,00;0,20
153000;2062271,00;0,10
153040;2063414,00;-0,10
153080;2065090,00;-0,20
153120;2062952,00;-0,03
153160;2064620,00;-0,03
153200;2064972,00;-0,13
153240;2066214,00;-0,13
153280;2067003,00;0,00
153320;2065458,00;0,13
153360;2067035,00;0,13
153400;2067358,00;0,00
153440;2067023,00;-0,13
153480;2067003,00;-0,27
153520;2067555,00;-0,10
153560;2067190,00;0,13
153600;2068228,00;0,33
153640;2067734,00;0,33
153680;2068247,00;0,27
153720;2068865,00;0,20
153760;2069352,00;0,13
153800;2069172,00;0,07
153840;2068943,00;0,10
153880;2071082,00;0,10
153920;2069796,00;0,10
153960;2070151,00;0,07
154000;2070202,00;0,13
154040;2069746,00;0,20
154080;2071249,00;0,03
154120;2071794,00;-0,13
154160;2071667,00;-0,13
154200;2070402,00;0,03
154240;2070669,00;0,17
154280;2070127,00;-0,03
154320;2071033,00;-0,23
154360;2071644,00;-0,13
154400;2071672,00;-0,07
154440;2070910,00;0,13
154480;2071449,00;0,07
154520;2071443,00;0,07
154560;2071680,00;-0,07
154600;2071302,00;-0,03
154640;2071422,00;-0,10
154680;2071631,00;-0,17
154720;2072044,00;-0,20
154760;2071392,00;0,07
154800;2072813,00;0,20
154840;2072368,00;0,13
154880;2073311,00;0,00
154920;2074323,00;0,00
154960;2074079,00;-0,07
155000;2072197,00;-0,13
155040;2074406,00;-0,23
155080;2072125,00;-0,03
155120;2072629,00;0,17
155160;2072881,00;0,20
155200;2072364,00;0,00
155240;2073011,00;-0,27
155280;2072490,00;-0,30
155320;2072697,00;-0,33
155360;2074139,00;-0,27
155400;2072193,00;-0,27
155440;2074672,00;-0,27
155480;2073506,00;-0,17
155520;2074007,00;-0,17
155560;2074191,00;-0,17
155600;2073920,00;-0,10
155640;2074605,00;0,00
155680;2073739,00;0,10
155720;2074593,00;0,13
155760;2074195,00;0,27
155800;2074652,00;0,30
155840;2072196,00;0,07
155880;2074178,00;0,00
155920;2072786,00;-0,13
155960;2073438,00;-0,10
156000;2073664,00;-0,23
156040;2073055,00;-0,03
156080;2072532,00;-0,10
156120;2074436,00;-0,17
156160;2073952,00;-0,33
156200;2073268,00;-0,07
156240;2074534,00;0,07
156280;2073547,00;0,13
156320;2074422,00;0,13
156360;2073558,00;0,27
156400;2074442,00;0,40
156440;2073630,00;0,40
156480;2073738,00;0,33
156520;2073402,00;0,23
156560;2073475,00;0,13
156600;2072008,00;0,20
156640;2073115,00;0,07
156680;2074546,00;0,17
156720;2072408,00;0,17
156760;2073188,00;0,40
156800;2072952,00;0,40
156840;2071713,00;0,40
156880;2072083,00;0,17
156920;2072417,00;0,07
156960;2072892,00;-0,03
157000;2073652,00;0,07
157040;2072776,00;0,03
157080;2073226,00;0,13
157120;2073247,00;0,20
157160;2074588,00;0,27
157200;2073360,00;0,27
157240;2071891,00;0,27
157280;2073113,00;0,27
157320;2071919,00;0,17
157360;2072210,00;0,13
157400;2071425,00;0,17
157440;2072073,00;-0,03
157480;2072028,00;0,03
157520;2071688,00;0,03
157560;2071190,00;0,10
157600;2073004,00;-0,07
157640;2071900,00;-0,10
157680;2071793,00;-0,07
157720;2072900,00;-0,13
157760;2072329,00;-0,07
157800;2072782,00;-0,10
157840;2072819,00;0,03
157880;2072737,00;-0,10
157920;2074147,00;0,10
157960;2072193,00;0,13
158000;2070891,00;0,17
158040;2072479,00;0,17
158080;2072516,00;0,20
158120;2071249,00;0,17
158160;2070709,00;0,13
158200;2071750,00;0,20
158240;2071204,00;0,33
158280;2071399,00;0,13
158320;2070533,00;-0,13
158360;2071169,00;-0,23
158400;2070400,00;0,00
158440;2071783,00;0,23
158480;2070504,00;0,30
158520;2070698,00;0,10
158560;2071718,00;-0,10
158600;2071434,00;-0,10
158640;2072003,00;0,07
158680;2071580,00;0,23
158720;2071851,00;0,23
158760;2071341,00;0,27
158800;2069960,00;0,23
158840;2070837,00;0,17
158880;2070443,00;0,20
158920;2070829,00;0,17
158960;2068447,00;0,23
159000;2069474,00;0,20
159040;2069220,00;0,13
159080;2069675,00;0,07
159120;2070632,00;-0,03
159160;2068042,00;-0,03
159200;2069122,00;0,07
159240;2069414,00;0,10
159280;2069851,00;0,10
159320;2068628,00;-0,10
159360;2070614,00;-0,23
159400;2070609,00;-0,07
159440;2069454,00;0,07
159480;2070338,00;0,17
159520;2069309,00;0,20
159560;2069940,00;0,27
159600;2068770,00;0,17
159640;2068138,00;-0,07
159680;2067648,00;-0,07
159720;2067139,00;0,07
159760;2067691,00;0,20
159800;2068307,00;0,17
159840;2067795,00;0,03
159880;2066707,00;-0,10
159920;2066822,00;-0,03
159960;2066943,00;0,10
160000;2067328,00;0,23
160040;2067322,00;0,00
160080;2067684,00;0,10
160120;2067580,00;0,00
160160;2068692,00;0,10
160200;2067098,00;0,00
160240;2067868,00;0,07
160280;2068516,00;0,10
160320;2068491,00;0,17
160360;2068289,00;0,27
160400;2067550,00;0,27
160440;2066688,00;0,23
160480;2067300,00;0,03
160520;2067651,00;0,07
160560;2066547,00;-0,07
160600;2066329,00;0,03
160640;2065761,00;0,00
160680;2065292,00;0,00
160720;2066503,00;0,03
160760;2067318,00;0,03
160800;2065363,00;0,10
160840;2065207,00;0,20
160880;2067272,00;0,17
160920;2066713,00;0,27
160960;2065834,00;0,13
161000;2067126,00;0,10
161040;2067027,00;0,13
161080;2067161,00;0,00
161120;2067368,00;0,03
161160;2066506,00;-0,17
161200;2065871,00;-0,03
161240;2066132,00;0,00
161280;2064237,00;0,13
161320;2065238,00;0,03
161360;2064155,00;0,13
161400;2064296,00;0,23
161440;2064231,00;0,37
161480;2063699,00;0,33
161520;2062526,00;0,27
161560;2063050,00;0,27
161600;2063746,00;0,17
161640;2062743,00;0,13
161680;2063902,00;0,10
161720;2064284,00;0,07
161760;2063460,00;-0,07
161800;2065141,00;0,07
161840;2065034,00;0,13
161880;2063437,00;0,27
161920;2064458,00;0,27
161960;2064381,00;0,27
162000;2062591,00;0,27
162040;2061981,00;0,20
162080;2061313,00;0,13
162120;2062383,00;0,07
162160;2062463,00;-0,10
162200;2062047,00;-0,07
162240;2061725,00;-0,07
162280;2062145,00;0,17
162320;2062037,00;0,07
162360;2062179,00;0,17
162400;2062622,00;0,13
162440;2062146,00;0,10
162480;2061813,00;0,03
162520;2062684,00;-0,03
162560;2061962,00;0,00
162600;2063746,00;0,03
162640;2062154,00;0,07
162680;2062381,00;0,27
162720;2062126,00;0,13
162760;2061439,00;0,00
162800;2061413,00;-0,13
162840;2060076,00;-0,07
162880;2060781,00;0,03
162920;2060968,00;0,07
162960;2059852,00;0,13
163000;2059437,00;0,17
163040;2057557,00;0,17
163080;2059611,00;0,20
163120;2060648,00;0,23
163160;2058553,00;0,10
163200;2058837,00;0,07
163240;2059407,00;-0,17
163280;2060626,00;-0,20
163320;2059199,00;-0,13
163360;2058883,00;0,13
163400;2060209,00;0,40
163440;2060703,00;0,17
163480;2059250,00;-0,07
163520;2058192,00;-0,13
163560;2058159,00;0,03
163600;2057967,00;0,00
163640;2057058,00;0,03
163680;2056622,00;-0,03
163720;2056266,00;0,20
163760;2054908,00;0,20
163800;2055423,00;0,23
163840;2057157,00;0,07
163880;2055352,00;0,03
163920;2056101,00;-0,13
163960;2054933,00;-0,20
164000;2056256,00;-0,27
164040;2055796,00;-0,23
164080;2056300,00;-0,20
164120;2056533,00;-0,27
164160;2055737,00;-0,03
164200;2056045,00;0,17
164240;2055599,00;0,33
164280;2055971,00;0,23
164320;2054211,00;0,30
164360;2053764,00;0,20
164400;2054702,00;0,23
164440;2054012,00;0,00
164480;2054488,00;0,07
164520;2052717,00;0,07
164560;2051914,00;0,27
164600;2052603,00;0,30
164640;2052188,00;0,33
164680;2052717,00;0,20
164720;2053206,00;0,13
164760;2050960,00;0,10
164800;2053073,00;0,17
164840;2052332,00;0,13
164880;2053179,00;0,13
164920;2052830,00;0,13
164960;2053957,00;0,20
165000;2052136,00;0,30
165040;2053180,00;0,40
165080;2052216,00;0,40
165120;2051264,00;0,10
165160;2050439,00;-0,20
165200;2051077,00;-0,33
165240;2050842,00;-0,10
165280;2049776,00;0,13
165320;2049397,00;0,07
165360;2049889,00;0,10
165400;2048369,00;0,13
165440;2049544,00;0,40
165480;2049031,00;0,37
165520;2048750,00;0,13
165560;2048536,00;0,13
165600;2048763,00;0,03
165640;2048924,00;0,27
165680;2050247,00;0,23
165720;2048799,00;0,23
165760;2050472,00;0,23
165800;2049207,00;0,27
165840;2048394,00;0,27
165880;2048260,00;0,20
165920;2047245,00;-0,03
165960;2047927,00;-0,10
166000;2047115,00;-0,23
166040;2046828,00;0,00
166080;2045519,00;0,07
166120;2046743,00;0,17
166160;2046065,00;0,07
166200;2044997,00;-0,03
166240;2046500,00;0,07
166280;2045668,00;-0,07
166320;2044157,00;-0,07
166360;2044809,00;-0,07
166400;2046147,00;-0,10
166440;2045515,00;-0,13
166480;2045346,00;-0,27
166520;2046249,00;0,03
166560;2044624,00;0,33
166600;2044968,00;0,23
166640;2045435,00;0,00
166680;2044700,00;-0,17
166720;2042894,00;0,00
166760;2044949,00;-0,03
166800;2042746,00;0,10
166840;2042180,00;-0,07
166880;2043170,00;0,13
166920;2041209,00;0,10
166960;2042076,00;0,23
167000;2042287,00;0,07
167040;2041340,00;-0,10
167080;2042593,00;-0,20
167120;2042116,00;-0,10
167160;2041682,00;-0,03
167200;2042072,00;0,03
167240;2042809,00;0,10
167280;2043344,00;0,23
167320;2042845,00;0,37
167360;2041808,00;0,40
167400;2041921,00;0,20
167440;2042400,00;0,10
167480;2038963,00;0,00
167520;2041023,00;0,07
167560;2040273,00;0,03
167600;2038706,00;0,13
167640;2040200,00;0,13
167680;2039827,00;0,13
167720;2038624,00;-0,07
167760;2038528,00;-0,07
167800;2038010,00;0,00
167840;2038500,00;0,13
167880;2037848,00;0,20
167920;2037646,00;0,13
167960;2037670,00;0,07
168000;2038164,00;0,00
168040;2039033,00;0,03
168080;2038387,00;0,07
168120;2038627,00;0,07
168160;2038058,00;0,13
168200;2037895,00;0,20
168240;2036645,00;0,07
168280;2036095,00;0,07
168320;2035692,00;0,07
168360;2035026,00;0,30
168400;2034191,00;0,10
168440;2034665,00;-0,10
168480;2034188,00;-0,13
168520;2033905,00;-0,13
168560;2033623,00;-0,13
168600;2034967,00;-0,30
168640;2034004,00;-0,13
168680;2034368,00;0,03
168720;2033387,00;0,23
168760;2032385,00;0,27
168800;2034313,00;0,13
168840;2034283,00;-0,03
168880;2034033,00;-0,10
168920;2034076,00;0,00
168960;2034163,00;0,07
169000;2033613,00;0,17
169040;2033229,00;0,27
169080;2033530,00;0,27
169120;2032084,00;0,17
169160;2030895,00;0,17
169200;2030941,00;0,30
169240;2031751,00;0,30
169280;2030311,00;0,07
169320;2032375,00;-0,17
169360;2030471,00;-0,27
169400;2030789,00;-0,23
169440;2031456,00;-0,20
169480;2031411,00;-0,20
169520;2031549,00;-0,23
169560;2033260,00;-0,17
169600;2032297,00;-0,07
169640;2032122,00;0,07
169680;2031370,00;0,13
169720;2031207,00;0,17
169760;2031367,00;0,23
169800;2031024,00;0,20
169840;2029512,00;0,07
169880;2031250,00;-0,03
169920;2028011,00;-0,17
169960;2028437,00;-0,20
170000;2028485,00;-0,27
170040;2027848,00;-0,03
170080;2027765,00;0,20
170120;2027980,00;0,17
170160;2028773,00;-0,07
170200;2028398,00;-0,07
170240;2028362,00;0,10
170280;2028092,00;0,10
170320;2028730,00;-0,10
170360;2028439,00;-0,23
170400;2028611,00;-0,13
170440;2028492,00;-0,03
170480;2029757,00;0,10
170520;2028132,00;0,03
170560;2028659,00;0,03
170600;2027621,00;0,00
170640;2027729,00;0,13
170680;2026656,00;0,23
170720;2026464,00;0,10
170760;2026663,00;-0,07
170800;2024420,00;-0,33
170840;2026430,00;-0,30
170880;2025920,00;-0,27
170920;2025422,00;-0,23
170960;2027724,00;0,00
171000;2025626,00;0,00
171040;2026249,00;0,20
171080;2026535,00;0,10
171120;2026091,00;0,23
171160;2026329,00;0,20
171200;2027952,00;0,17
171240;2027409,00;0,13
171280;2026656,00;-0,03
171320;2027774,00;0,03
171360;2025430,00;0,10
171400;2026475,00;0,33
171440;2026166,00;0,37
171480;2024269,00;0,20
171520;2026392,00;0,00
171560;2024574,00;-0,03
171600;2024011,00;0,13
171640;2025134,00;0,30
171680;2024460,00;0,30
171720;2024560,00;0,30
171760;2026239,00;0,37
171800;2025079,00;0,43
171840;2026226,00;0,23
171880;2026248,00;-0,07
171920;2025549,00;-0,10
171960;2025870,00;0,13
172000;2026103,00;0,30
172040;2026708,00;0,20
172080;2027191,00;0,10
172120;2025457,00;0,00
172160;2025223,00;0,00
172200;2024510,00;0,03
172240;2024306,00;0,13
172280;2024159,00;0,13
172320;2024430,00;0,20
172360;2023278,00;0,20
172400;2024035,00;0,10
172440;2024266,00;-0,10
172480;2023552,00;-0,13
172520;2023684,00;0,07
172560;2023935,00;0,17
172600;2022886,00;0,20
172640;2023640,00;0,07
172680;2024211,00;0,17
172720;2024668,00;0,07
172760;2025239,00;0,00
172800;2025793,00;-0,20
172840;2024262,00;-0,07
172880;2025100,00;0,07
172920;2025137,00;0,17
172960;2024373,00;0,10
173000;2024472,00;0,07
173040;2022822,00;0,03
173080;2021838,00;0,13
173120;2023234,00;0,27
173160;2023464,00;0,43
173200;2023675,00;0,23
173240;2023394,00;-0,03
173280;2023853,00;-0,17
173320;2022193,00;0,07
173360;2024197,00;0,30
173400;2023976,00;0,37
173440;2024233,00;0,17
173480;2025834,00;0,03
173520;2025132,00;-0,07
173560;2026033,00;0,07
173600;2024991,00;0,13
173640;2025671,00;0,20
173680;2024198,00;0,27
173720;2024803,00;0,33
173760;2024236,00;0,40
173800;2023970,00;0,27
173840;2023302,00;0,20
173880;2023878,00;0,07
173920;2024047,00;0,13
173960;2024590,00;0,13
174000;2025043,00;0,17
174040;2025130,00;0,10
174080;2024699,00;0,10
174120;2025401,00;0,13
174160;2025758,00;0,03
174200;2025957,00;0,10
174240;2025586,00;-0,07
174280;2026788,00;0,10
174320;2025851,00;-0,03
174360;2026977,00;0,23
174400;2026137,00;0,23
174440;2025860,00;0,30
174480;2025955,00;0,00
174520;2024337,00;-0,20
174560;2025140,00;-0,23
174600;2025896,00;-0,03
174640;2025005,00;0,10
174680;2025423,00;0,00
174720;2024414,00;-0,13
174760;2024982,00;0,03
174800;2024485,00;0,27
174840;2024150,00;0,33
174880;2025497,00;0,17
174920;2024680,00;-0,07
174960;2026826,00;0,00
175000;2026588,00;-0,07
175040;2026338,00;-0,07
175080;2028489,00;-0,23
175120;2028030,00;0,00
175160;2027266,00;0,23
175200;2027161,00;0,27
175240;2027201,00;0,10
175280;2026626,00;-0,13
175320;2027743,00;0,00
175360;2025329,00;-0,07
175400;2026747,00;0,03
175440;2026545,00;-0,03
175480;2026672,00;0,17
175520;2027287,00;0,17
175560;2027211,00;0,20
175600;2026220,00;0,10
175640;2027755,00;0,10
175680;2027254,00;-0,03
175720;2027587,00;-0,20
175760;2029527,00;-0,17
175800;2027213,00;0,00
175840;2028923,00;0,03
175880;2029327,00;0,03
175920;2029229,00;-0,17
175960;2029736,00;-0,07
176000;2028977,00;-0,03
176040;2029020,00;0,20
176080;2029766,00;0,13
176120;2029923,00;-0,03
176160;2028478,00;-0,20
176200;2028914,00;-0,07
176240;2029016,00;0,03
176280;2029496,00;0,13
176320;2029117,00;0,00
176360;2029909,00;-0,10
176400;2031091,00;-0,20
176440;2029494,00;-0,10
176480;2030304,00;0,03
176520;2030855,00;0,23
176560;2031694,00;0,13
176600;2031897,00;0,07
176640;2031530,00;-0,03
176680;2032142,00;0,07
176720;2032282,00;0,20
176760;2032164,00;0,20
176800;2032487,00;0,17
176840;2032478,00;0,17
176880;2031707,00;0,27
176920;2031210,00;0,37
176960;2031528,00;0,33
177000;2032190,00;0,30
177040;2032311,00;0,07
177080;2033162,00;0,00
177120;2032571,00;-0,20
177160;2033529,00;0,07
177200;2034219,00;0,10
177240;2034562,00;0,23
177280;2035360,00;0,23
177320;2034403,00;0,17
177360;2035155,00;0,17
177400;2035932,00;-0,07
177440;2034328,00;-0,17
177480;2035006,00;-0,20
177520;2035364,00;0,03
177560;2034651,00;0,03
177600;2036146,00;-0,07
177640;2035147,00;-0,13
177680;2036035,00;-0,03
177720;2035059,00;-0,03
177760;2035549,00;-0,20
177800;2036122,00;-0,07
177840;2036159,00;0,10
177880;2036976,00;0,10
177920;2036281,00;-0,13
177960;2037091,00;-0,33
178000;2037137,00;-0,20
178040;2036304,00;-0,07
178080;2037817,00;0,10
178120;2038268,00;0,20
178160;2038562,00;0,30
178200;2038490,00;0,40
178240;2037581,00;0,30
178280;2037519,00;0,20
178320;2039236,00;0,13
178360;2038584,00;0,17
178400;2037553,00;0,20
178440;2038581,00;0,20
178480;2038294,00;0,17
178520;2037915,00;0,13
178560;2038123,00;-0,03
178600;2038468,00;-0,17
178640;2037397,00;-0,07
178680;2038515,00;0,07
178720;2039024,00;0,20
178760;2039470,00;-0,03
178800;2039687,00;-0,03
178840;2039371,00;-0,03
178880;2039404,00;0,10
178920;2040267,00;0,20
178960;2040267,00;0,30
179000;2039215,00;0,33
179040;2039403,00;0,27
179080;2038109,00;0,13
179120;2039439,00;-0,03
179160;2039919,00;-0,20
179200;2039597,00;-0,07
179240;2038685,00;0,17
179280;2039292,00;0,20
179320;2038313,00;0,13
179360;2039585,00;0,13
179400;2039458,00;0,27
179440;2040163,00;0,27
179480;2038721,00;0,20
179520;2039702,00;0,13
179560;2040163,00;0,07
179600;2040159,00;0,03
179640;2040265,00;0,07
179680;2041842,00;0,20
179720;2041556,00;0,27
179760;2042847,00;0,23
179800;2041988,00;0,10
179840;2042259,00;0,03
179880;2043574,00;0,17
179920;2044015,00;0,30
179960;2044611,00;0,43
180000;2044034,00;0,47
180040;2044343,00;0,33
180080;2045155,00;0,17
180120;2045895,00;0,03
